,2008,,,,2009,,,,2010,,,,2011,,,,2012,,,,2013,,,,2014,,,,2015,,,,2016,,,,2017,,,,2018,,
Exposure to unspecified type of radiation (W91),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Exposure to excessive heat of man-made origin (W92),0,1,1,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,1,0,1,,0,0,0
Exposure to excessive cold of man-made origin (W93),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0
Exposure to high and low air pressure and changes in air pressure (W94),1,0,1,,0,0,0,,2,0,2,,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,,1,0,1,,1,0,1,,0,0,0
Exposure to other and unspecified man-made environmental factors (W99),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Exposure to smoke, fire and flames (X00-X09)",54,23,77,,134,92,226,,47,22,69,,54,33,87,,37,18,55,,34,25,59,,37,23,60,,35,20,55,,42,15,57,,28,19,47,,28,10,38
Exposure to uncontrolled fire in building or structure (X00),37,17,54,,22,16,38,,30,14,44,,31,26,57,,27,11,38,,24,15,39,,28,15,43,,26,15,41,,30,11,41,,16,11,27,,19,6,25
"Exposure to uncontrolled fire, not in building or structure (X01)",4,0,4,,97,70,167,,2,1,3,,2,0,2,,0,0,0,,3,1,4,,0,1,1,,2,1,3,,2,0,2,,2,1,3,,2,0,2
Exposure to controlled fire in building or structure (X02),1,1,2,,0,1,1,,0,0,0,,1,0,1,,2,0,2,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,1,0,1,,2,0,2
"Exposure to controlled fire, not in building or structure (X03)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,1,1,2,,1,1,2,,0,0,0,,1,0,1,,1,2,3,,1,0,1
Exposure to ignition of highly flammable material (X04),3,0,3,,4,0,4,,6,2,8,,8,0,8,,2,0,2,,0,1,1,,1,1,2,,1,0,1,,3,0,3,,1,1,2,,0,2,2
Exposure to ignition or melting of nightwear (X05),1,1,2,,2,0,2,,1,0,1,,0,0,0,,0,1,1,,0,1,1,,0,1,1,,0,2,2,,0,1,1,,0,0,0,,0,1,1
Exposure to ignition or melting of other clothing and apparel (X06),2,1,3,,1,0,1,,3,1,4,,1,2,3,,1,1,2,,2,4,6,,1,3,4,,2,1,3,,3,2,5,,0,1,1,,1,0,1
"Exposure to other specified smoke, fire and flames (X08)",1,1,2,,3,1,4,,2,0,2,,3,2,5,,0,2,2,,0,0,0,,2,0,2,,2,0,2,,0,0,0,,0,0,0,,0,0,0
"Exposure to unspecified smoke, fire and flames (X09)",5,2,7,,5,4,9,,3,4,7,,8,3,11,,4,3,7,,4,2,6,,4,1,5,,2,1,3,,2,1,3,,7,3,10,,3,1,4
Contact with heat and hot substances (X10-X19),2,4,6,,2,2,4,,0,0,0,,1,1,2,,2,3,5,,3,2,5,,4,4,8,,2,5,7,,3,2,5,,2,1,3,,2,1,3
"Contact with hot drinks, food, fats and cooking oils (X10)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,1,0,1,,1,0,1,,0,0,0
Contact with hot tap-water (X11),2,3,5,,2,1,3,,0,0,0,,1,1,2,,1,2,3,,1,1,2,,0,1,1,,1,2,3,,0,2,2,,0,0,0,,2,1,3
Contact with other hot fluids (X12),0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,2,,2,1,3,,3,2,5,,1,1,2,,0,0,0,,0,1,1,,0,0,0
Contact with steam and hot vapours (X13),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Contact with hot air and gases (X14),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Contact with hot household appliances (X15),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Contact with hot heating appliances, radiators and pipes (X16)",0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,1,0,1,,1,0,1,,0,0,0
"Contact with hot engines, machinery and tools (X17)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0
Contact with other hot metals (X18),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Contact with other and unspecified heat and hot substances (X19),0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,2,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Contact with venomous animals and plants (X20-X29),3,0,3,,3,1,4,,4,1,5,,3,1,4,,6,0,6,,6,2,8,,9,0,9,,1,2,3,,4,1,5,,8,2,10,,10,5,15
Contact with venomous snakes and lizards (X20),0,0,0,,2,1,3,,1,1,2,,1,1,2,,3,0,3,,3,1,4,,3,0,3,,0,2,2,,2,1,3,,1,1,2,,5,3,8
Contact with venomous spiders (X21),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Contact with scorpions (X22),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Contact with hornets, wasps and bees (X23)",3,0,3,,1,0,1,,3,0,3,,1,0,1,,3,0,3,,2,1,3,,4,0,4,,1,0,1,,2,0,2,,6,1,7,,5,2,7
Contact with centipedes and venomous millipedes (tropical) (X24),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Contact with other specified venomous arthropods (X25),0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,1,0,1,,1,0,1,,0,0,0,,0,0,0,,1,0,1,,0,0,0
Contact with venomous marine animals and plants (X26),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Contact with other specified venomous animals (X27),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Contact with other specified venomous plants (X28),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Contact with unspecified venomous animal or plant (X29),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Exposure to forces of nature (X30-X39),34,23,57,,51,37,88,,31,14,45,,45,32,77,,23,14,37,,21,10,31,,35,17,52,,26,9,35,,26,6,32,,28,15,43,,18,8,26
Exposure to excessive natural heat (X30),6,4,10,,31,26,57,,4,3,7,,10,5,15,,8,3,11,,8,3,11,,25,14,39,,10,4,14,,11,3,14,,10,4,14,,8,2,10
Exposure to excessive natural cold (X31),19,17,36,,14,9,23,,20,9,29,,17,11,28,,12,9,21,,8,7,15,,4,1,5,,4,2,6,,5,2,7,,6,6,12,,8,6,14
Exposure to sunlight (X32),2,0,2,,1,0,1,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Victim of lightning (X33),2,0,2,,0,1,1,,1,0,1,,0,0,0,,1,0,1,,1,0,1,,2,1,3,,5,0,5,,2,0,2,,2,2,4,,2,0,2
Victim of earthquake (X34),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Victim of volcanic eruption (X35),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Victim of avalanche, landslide and other earth movements (X36)",1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,2,0,2,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Victim of cataclysmic storm (X37),1,1,2,,2,1,3,,4,0,4,,3,6,9,,1,1,2,,3,0,3,,2,1,3,,3,2,5,,2,0,2,,9,2,11,,0,0,0
Victim of flood (X38),1,1,2,,3,0,3,,1,2,3,,15,10,25,,0,0,0,,1,0,1,,0,0,0,,4,1,5,,6,1,7,,1,1,2,,0,0,0
Exposure to other and unspecified forces of nature (X39),2,0,2,,0,0,0,,1,0,1,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Accidental poisoning by and exposure to noxious substances (X40-X49),612,269,881,,700,329,1029,,687,308,995,,726,301,1027,,618,344,962,,700,357,1057,,865,414,"1,279",,901,410,1311,,990,437,"1,427",,906,384,"1,290",,817,334,"1,151"
"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics (X40)",4,4,8,,3,9,12,,8,9,17,,8,12,20,,3,4,7,,7,12,19,,7,11,18,,3,8,11,,5,11,16,,3,13,16,,6,7,13
"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified (X41)",40,36,76,,41,31,72,,45,38,83,,73,40,113,,54,30,84,,76,42,118,,110,50,160,,105,54,159,,140,60,200,,98,44,142,,92,49,141
"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified (X42)",181,38,219,,201,52,253,,191,55,246,,225,41,266,,172,50,222,,223,70,293,,257,93,350,,303,84,387,,288,88,376,,246,62,308,,191,50,241
Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system (X43),1,1,2,,1,0,1,,1,0,1,,2,2,4,,1,1,2,,3,2,5,,1,2,3,,0,1,1,,0,0,0,,1,1,2,,3,0,3
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X44)",319,167,486,,386,215,601,,374,186,560,,346,185,531,,327,232,559,,327,199,526,,411,221,632,,418,228,646,,476,249,725,,494,239,733,,457,203,660
Accidental poisoning by and exposure to alcohol (X45),47,16,63,,58,18,76,,53,16,69,,55,15,70,,41,20,61,,46,25,71,,68,31,99,,60,27,87,,69,28,97,,57,21,78,,53,22,75
Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours (X46),2,1,3,,5,1,6,,1,0,1,,0,0,0,,5,0,5,,3,0,3,,1,0,1,,2,1,3,,2,0,2,,0,0,0,,1,0,1
Accidental poisoning by and exposure to other gases and vapours (X47),9,0,9,,5,0,5,,8,0,8,,11,1,12,,9,0,9,,6,1,7,,5,3,8,,9,2,11,,6,0,6,,6,3,9,,11,2,13
Accidental poisoning by and exposure to pesticides (X48),1,1,2,,0,0,0,,2,0,2,,3,0,3,,3,1,4,,0,1,1,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,1,0,1
Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances (X49),8,5,13,,0,3,3,,4,4,8,,3,5,8,,3,6,9,,9,5,14,,4,3,7,,1,5,6,,4,1,5,,1,1,2,,2,1,3
"Overexertion, travel and privation (X50-X57)",5,1,6,,1,0,1,,0,1,1,,1,2,3,,5,0,5,,2,6,8,,5,3,8,,2,2,4,,3,1,4,,5,4,9,,1,0,1
Overexertion and strenuous or repetitive movements (X50),2,0,2,,1,0,1,,0,0,0,,1,1,2,,2,0,2,,1,0,1,,2,0,2,,0,0,0,,2,0,2,,1,0,1,,0,0,0
Travel and motion (X51),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0
Prolonged stay in weightless environment (X52),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Lack of food (X53),3,1,4,,0,0,0,,0,1,1,,0,1,1,,3,0,3,,1,6,7,,3,3,6,,1,2,3,,1,1,2,,4,3,7,,1,0,1
Lack of water (X54),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0
Unspecified privation (X57),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Accidental exposure to other and unspecified factors (X58-X59),323,434,757,,311,404,715,,225,384,609,,280,429,709,,298,417,715,,271,418,689,,293,427,720,,358,503,861,,369,518,887,,415,544,959,,423,492,915
Exposure to other specified factors (X58),1,3,4,,2,0,2,,0,2,2,,3,2,5,,3,3,6,,3,3,6,,3,0,3,,6,1,7,,3,2,5,,6,3,9,,1,6,7
Exposure to unspecified factor (X59),322,431,753,,309,404,713,,225,382,607,,277,427,704,,295,414,709,,268,415,683,,290,427,717,,352,502,854,,366,516,882,,409,541,950,,422,486,908
Other external causes of mortality (X60-Y36),"2,360",730,"3,090",,"2,255",756,"3,011",,"2,217",751,"2,968",,"2,228",794,"3,022",,"2,279",794,"3,073",,"2,267",827,"3,094",,"2,459",854,"3,313",,"2,591",908,"3,499",,"2,435",864,"3,299",,"2,676",902,"3,578",,"2,308",788,"3,096"
Intentional self-harm (X60-X84),"1,837",491,"2,328",,"1,796",565,"2,361",,"1,854",559,"2,413",,"1,869",607,"2,476",,"1,934",633,"2,567",,"1,977",678,"2,655",,"2,181",706,"2,887",,"2,298",768,"3,066",,"2,190",734,"2,924",,"2,396",778,"3,174",,"2,057",653,"2,710"
"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics (X60)",4,4,8,,2,5,7,,2,8,10,,3,5,8,,2,4,6,,0,3,3,,3,5,8,,4,9,13,,4,5,9,,2,4,6,,1,3,4
"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified (X61)",41,29,70,,35,25,60,,29,29,58,,47,52,99,,42,41,83,,62,85,147,,78,73,151,,86,83,169,,76,71,147,,66,65,131,,47,43,90
"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified (X62)",22,9,31,,10,12,22,,16,8,24,,27,18,45,,23,11,34,,26,18,44,,27,19,46,,32,25,57,,27,17,44,,19,20,39,,20,13,33
Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system (X63),4,1,5,,0,4,4,,1,0,1,,0,0,0,,1,0,1,,2,6,8,,1,0,1,,4,6,10,,2,1,3,,3,5,8,,0,2,2
"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X64)",102,92,194,,112,121,233,,96,111,207,,109,100,209,,126,114,240,,95,100,195,,114,115,229,,119,101,220,,112,124,236,,126,129,255,,98,130,228
Intentional self-poisoning by and exposure to alcohol (X65),3,2,5,,4,1,5,,0,1,1,,0,2,2,,0,0,0,,2,0,2,,1,0,1,,1,1,2,,5,1,6,,2,1,3,,6,2,8
Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours (X66),1,0,1,,2,0,2,,2,0,2,,3,4,7,,3,2,5,,3,0,3,,2,1,3,,0,3,3,,2,0,2,,2,0,2,,1,0,1
Intentional self-poisoning by and exposure to other gases and vapours (X67),208,28,236,,200,40,240,,186,33,219,,170,40,210,,156,32,188,,150,27,177,,149,25,174,,160,33,193,,120,24,144,,138,19,157,,100,22,122
Intentional self-poisoning by and exposure to pesticides (X68),9,2,11,,7,3,10,,8,2,10,,7,1,8,,7,1,8,,3,4,7,,6,1,7,,9,4,13,,7,1,8,,9,1,10,,7,1,8
Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances (X69),7,3,10,,2,5,7,,5,2,7,,6,4,10,,6,4,10,,10,4,14,,4,2,6,,7,7,14,,5,0,5,,10,4,14,,10,3,13
"Intentional self-harm by hanging, strangulation and suffocation (X70)",982,202,"1,184",,995,240,"1,235",,1081,248,"1,329",,1089,272,"1,361",,1093,302,"1,395",,"1,114",311,"1,425",,"1,287",349,"1,636",,"1,326",359,"1,685",,"1,269",343,"1,612",,"1,481",377,"1,858",,"1,315",321,"1,636"
Intentional self-harm by drowning and submersion (X71),34,14,48,,31,20,51,,28,13,41,,33,15,48,,29,20,49,,41,18,59,,34,16,50,,38,21,59,,42,29,71,,30,29,59,,15,16,31
Intentional self-harm by handgun discharge (X72),23,2,25,,16,1,17,,16,3,19,,18,1,19,,8,2,10,,21,3,24,,15,0,15,,26,1,27,,19,2,21,,24,2,26,,26,1,27
"Intentional self-harm by rifle, shotgun and larger firearm discharge (X73)",136,6,142,,127,5,132,,129,14,143,,111,3,114,,133,5,138,,128,5,133,,134,3,137,,149,2,151,,152,8,160,,136,5,141,,108,2,110
Intentional self-harm by other and unspecified firearm discharge (X74),14,3,17,,14,2,16,,12,0,12,,12,0,12,,28,1,29,,11,0,11,,22,1,23,,0,0,0,,2,0,2,,3,0,3,,15,0,15
Intentional self-harm by explosive material (X75),0,0,0,,0,0,0,,1,0,1,,0,0,0,,1,0,1,,0,0,0,,2,0,2,,6,0,6,,2,1,3,,2,0,2,,1,0,1
"Intentional self-harm by smoke, fire and flames (X76)",14,7,21,,22,7,29,,9,7,16,,18,5,23,,22,7,29,,31,8,39,,24,13,37,,26,12,38,,22,13,35,,15,7,22,,20,5,25
"Intentional self-harm by steam, hot vapours and hot objects (X77)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Intentional self-harm by sharp object (X78),40,17,57,,53,13,66,,52,13,65,,51,15,66,,66,11,77,,69,12,81,,65,16,81,,79,19,98,,84,15,99,,78,18,96,,52,9,61
Intentional self-harm by blunt object (X79),0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,1,0,1
Intentional self-harm by jumping from a high place (X80),88,40,128,,78,31,109,,84,39,123,,77,39,116,,83,31,114,,107,35,142,,102,37,139,,103,37,140,,112,40,152,,119,42,161,,105,38,143
Intentional self-harm by jumping or lying before moving object (X81),55,13,68,,50,20,70,,56,21,77,,55,25,80,,62,32,94,,60,31,91,,74,24,98,,74,33,107,,73,24,97,,66,34,100,,55,23,78
Intentional self-harm by crashing of motor vehicle (X82),15,8,23,,22,4,26,,29,6,35,,16,3,19,,27,8,35,,21,4,25,,27,4,31,,34,6,40,,39,10,49,,38,10,48,,25,5,30
Intentional self-harm by other specified means (X83),13,3,16,,8,2,10,,10,1,11,,12,0,12,,10,4,14,,11,0,11,,9,1,10,,11,3,14,,8,1,9,,12,2,14,,4,0,4
Intentional self-harm by unspecified means (X84),22,6,28,,6,4,10,,2,0,2,,4,3,7,,6,1,7,,10,4,14,,1,1,2,,4,3,7,,5,4,9,,15,4,19,,25,14,39
Assault (X85-Y09),164,94,258,,195,76,271,,149,97,246,,179,95,274,,185,85,270,,162,93,255,,164,93,257,,176,80,256,,161,79,240,,130,51,181,,118,60,178
"Assault by drugs, medicaments and biological substances (X85)",1,0,1,,1,2,3,,1,1,2,,2,0,2,,0,0,0,,1,0,1,,0,2,2,,0,0,0,,0,1,1,,3,0,3,,0,1,1
Assault by corrosive substance (X86),0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Assault by pesticides (X87),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Assault by gases and vapours (X88),2,0,2,,2,0,2,,0,0,0,,0,1,1,,0,1,1,,0,0,0,,0,1,1,,0,0,0,,1,2,3,,0,0,0,,0,0,0
Assault by other specified chemicals and noxious substances (X89),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Assault by unspecified chemical or noxious substance (X90),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Assault by hanging, strangulation and suffocation (X91)",7,16,23,,2,10,12,,6,8,14,,6,12,18,,5,12,17,,8,13,21,,3,14,17,,5,10,15,,3,5,8,,4,4,8,,0,2,2
Assault by drowning and submersion (X92),0,1,1,,1,3,4,,0,3,3,,0,0,0,,2,1,3,,0,2,2,,0,0,0,,0,0,0,,0,1,1,,1,0,1,,0,0,0
Assault by handgun discharge (X93),6,2,8,,7,2,9,,4,0,4,,7,1,8,,3,0,3,,9,0,9,,8,2,10,,7,0,7,,2,2,4,,3,1,4,,2,1,3
"Assault by rifle, shotgun and larger firearm discharge (X94)",6,7,13,,12,5,17,,14,9,23,,12,4,16,,12,4,16,,13,8,21,,15,9,24,,13,6,19,,18,7,25,,10,3,13,,9,4,13
Assault by other and unspecified firearm discharge (X95),5,0,5,,11,0,11,,11,1,12,,9,0,9,,19,4,23,,8,1,9,,4,0,4,,3,0,3,,11,2,13,,5,0,5,,9,0,9
Assault by explosive material (X96),1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0
"Assault by smoke, fire and flames (X97)",2,0,2,,3,3,6,,0,1,1,,5,12,17,,4,1,5,,1,2,3,,1,1,2,,3,0,3,,2,1,3,,5,2,7,,2,2,4
"Assault by steam, hot vapours and hot objects (X98)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0
Assault by sharp object (X99),66,37,103,,82,23,105,,60,42,102,,67,34,101,,67,27,94,,61,37,98,,65,33,98,,73,27,100,,71,26,97,,44,15,59,,51,21,72
Assault by blunt object (Y00),15,8,23,,21,6,27,,13,6,19,,12,14,26,,16,14,30,,14,8,22,,20,11,31,,18,10,28,,9,6,15,,9,4,13,,4,4,8
Assault by pushing from high place (Y01),0,3,3,,0,1,1,,0,0,0,,0,1,1,,1,0,1,,1,0,1,,0,0,0,,1,0,1,,2,0,2,,0,1,1,,0,0,0
Assault by pushing or placing victim before moving object (Y02),1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,1,0,1,,0,0,0
Assault by crashing of motor vehicle (Y03),1,1,2,,4,2,6,,3,0,3,,3,1,4,,5,0,5,,2,1,3,,1,0,1,,7,2,9,,3,1,4,,8,6,14,,3,2,5
Assault by bodily force (Y04),33,9,42,,35,9,44,,24,18,42,,43,9,52,,42,12,54,,37,17,54,,34,13,47,,40,20,60,,32,14,46,,25,5,30,,16,3,19
Sexual assault by bodily force (Y05),0,0,0,,0,1,1,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Neglect and abandonment (Y06),2,0,2,,0,1,1,,2,0,2,,2,1,3,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,1,1,2,,0,0,0,,0,0,0
Other maltreatment (Y07),0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Assault by other specified means (Y08),1,1,2,,0,1,1,,0,1,1,,0,0,0,,1,1,2,,0,0,0,,2,0,2,,1,2,3,,0,0,0,,1,0,1,,0,0,0
Assault by unspecified means (Y09),15,9,24,,13,6,19,,11,6,17,,11,5,16,,8,8,16,,6,4,10,,11,7,18,,4,2,6,,5,10,15,,11,9,20,,22,20,42
Event of undetermined intent (Y10-Y34),355,145,500,,259,115,374,,206,95,301,,178,92,270,,154,76,230,,126,56,182,,105,54,159,,111,59,170,,77,51,128,,139,73,212,,124,75,199
"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent (Y10)",5,1,6,,2,1,3,,3,3,6,,1,2,3,,1,1,2,,0,1,1,,1,0,1,,1,1,2,,1,0,1,,1,1,2,,0,4,4
"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, (Y11)",14,15,29,,15,6,21,,8,7,15,,5,8,13,,11,8,19,,11,6,17,,9,3,12,,13,6,19,,10,3,13,,9,8,17,,7,4,11
"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent (Y12)",24,7,31,,22,12,34,,14,7,21,,15,8,23,,17,5,22,,26,8,34,,19,4,23,,11,6,17,,4,6,10,,16,5,21,,7,3,10
"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent (Y13)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,1,1,,0,1,1,,0,0,0,,1,0,1
"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent (Y14)",59,51,110,,46,50,96,,50,32,82,,45,35,80,,48,34,82,,29,22,51,,31,17,48,,32,24,56,,19,15,34,,37,27,64,,25,32,57
"Poisoning by and exposure to alcohol, undetermined intent (Y15)",5,1,6,,2,1,3,,2,1,3,,1,1,2,,5,2,7,,1,1,2,,2,0,2,,0,0,0,,1,1,2,,0,2,2,,4,2,6
"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent (Y16)",0,0,0,,0,0,0,,0,0,0,,1,1,2,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Poisoning by and exposure to other gases and vapours, undetermined intent (Y17)",14,2,16,,13,0,13,,6,1,7,,3,0,3,,0,0,0,,1,1,2,,4,1,5,,1,0,1,,1,0,1,,3,1,4,,6,1,7
"Poisoning by and exposure to pesticides, undetermined intent (Y18)",2,0,2,,0,1,1,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,1,0,1,,0,0,0
"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent (Y19)",4,3,7,,2,2,4,,0,0,0,,3,1,4,,2,2,4,,1,0,1,,1,1,2,,1,0,1,,0,0,0,,1,0,1,,0,0,0
"Hanging, strangulation and suffocation, undetermined intent (Y20)",28,5,33,,27,3,30,,18,6,24,,32,6,38,,19,9,28,,9,1,10,,3,2,5,,6,2,8,,4,2,6,,6,3,9,,6,4,10
"Drowning and submersion, undetermined intent (Y21)",29,3,32,,15,4,19,,14,4,18,,10,6,16,,7,1,8,,5,3,8,,4,6,10,,7,6,13,,7,3,10,,8,7,15,,7,1,8
"Handgun discharge, undetermined intent (Y22)",1,0,1,,0,0,0,,2,0,2,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,2,0,2,,0,0,0,,0,0,0
"Rifle, shotgun and larger firearm discharge, undetermined intent (Y23)",3,1,4,,1,0,1,,2,0,2,,3,1,4,,1,0,1,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,1,1,,1,0,1
"Other and unspecified firearm discharge, undetermined intent (Y24)",10,1,11,,8,0,8,,7,0,7,,1,0,1,,2,1,3,,1,0,1,,2,0,2,,0,0,0,,1,0,1,,1,0,1,,4,0,4
